title,date,content
Taka’ab u pool u xjo’olpóopil u kaajil Ixil; ku ya’alale’ yaan k’áax tu ch’a’aj u ti’alintej,17/01/2023,"U kajnáalilo’ob Ixile’ bino’ob le lunes máanika’ tu kúuchil Comisión de Derechos Humanos del Estado de Yucatán (Codhey) ti’al u ts’áako’ob jump’éel tak pool yóok’ol u xjo’olpóopil le kaajo’, Sandra P.C., ts’o’okole’ ku ya’aliko’obe’ ku péech’óoltik yéetel ku loobiltik máak; beyxan, u k’áat u kon jump’éel kaaj k’uba’ab ti’al u beeta’al naj ti’al máaxo’ob k’a’abéet.
Xunáan Deisy, u yatan máax k’ub le k’áaxo’, tu ya’alaje’ ts’o’ok tak u je’ets’el máax kéen u ti’alint u xóoxot’aj le k’áaxo’ -tumen u yíicham le ko’olelo’ tu ts’áaj u beeta’al u yotoch máaxo’ob mina’an u ti’alobi’- ts’o’okole’ chéen táan u binetik u fiirmáa le xjo’olpóopo’, ba’ale’ kéen u jets’ u yilko’obe’ ku ya’alik to’obe’ ma’ tu páajtal.  
Leti’ xane’ tu ya’alaj xjo’olpóope’ ma’ u k’áat u ts’áaj u fiirmai’ tumen u yíichame’, R.A.R.C., u k’áat u ch’a’a le k’áaxo’ ti’al u beetik réesidensyal najo’ob. Ts’o’ok maanal 26 ja’abo’ob k’uba’ak k’áax “ti’al u máakil le kaajo’”, tu ya’alaj le ko’olelo’
Pedro Tec, máax tu káajs u meyaj u múuch’kabil Mayas Eternos tu xokaj u ts’íibil tu’ux ku je’ets’el u tuukul kaaj, tumen leti’obe’ ku yilko’obe’ loobilta’ano’ob, “to’one’ k k’áat ka yanak jets’ óolal yéetel ki’ óolal ti’ k kaajal”, tu ya’alaj.
Beey túuno’, táan u k’áatiko’ob ka ts’aatáanta’ak talamilo’ob ku yilko’ob yaan walkila’, tumen ma’ xaan wa táan u ko’onol k’áax k’uba’ab ti’al u yotoch ti’ máax k’a’abéet; ba’ale’, walkila’ áayuntamientoe’ u k’áax u kon le k’áaxo’.
Ichil máaxo’ob unaj u ts’a’abal u yotoche’, ti’ yaan ko’olel yaan u paalal yéetel tu juunal ku líik’siko’ob, ko’olel kimen u yíicham, máax ti’ yaan díiskapasidad, máax ti’ mina’an mix ba’al, ichil uláak’o’ob.  
Ba’ax táan u k’áata’ale’, leti’ u béeytal u yúuchul tsikbal ti’al u yila’al ba’ax u béeytal u beeta’al yóok’lal le je’ela’, tu ya’alaj.  
Yéetel tak pool beeta’abe’, k’uba’ab xan jejeláas ju’uno’ob ti’al u ye’esa’al le ba’a xku yúuchula’, ts’o’okole’ táan u kaxta’al ka béeyak u yúuchul tsikbal, tumen chéen beyo’ yaan u béeytal u yáanta’al máaxo’ob k’a’abéet ti’ob k’áax ti’al u beeta’al u yotocho’obi’, yéetel ti’al ka xu’ulsa’ak loobilaj yéetel péech’óol ku beetik xjo’olpóop.
"
"Kíim Guadalupe Rivera Marín, u paalil Diego ",17/01/2023,"Xts’íib, áabogadáa, máax tu beetaj xan u séenadorail yéetel xpéeks miatsil, Guadalupe Rivera Marín, u paalil jmexikoil boone’ yanchaj yéetel xmodelóo Guadalupe Marín Preciadoe’, kíim le lunes máanika’, ka’alikil 98 u ja’abil, beey a’alab tumen u baatsil. Muuke’ beeta’ab tu kúuchil J. García López, Casa Pedregal. 
"
P’iitsilo’ob jets’a’ab ikil táan u máan u k’oja’anil kaaxe’ chéen tu lu’umil Yucatán ma’ luk’sa’aki’ ,18/01/2023,"U mola’ayil Secretaría de Agricultura y Desarrollo Rural tu ts’áaj k’ajóoltbil le martesa’, tu jo’oloj beeta’ak 916 u p’éel xaak’alo’ob beeta’ab tumen u Técnicosil Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria (Senasica), walkila’ mina’an u yik’el AH5N1 (se’en ku tsa’ayal ti’ kaax) tu péetlu’umil Sonora; ba’ale’, tu lu’umil Yucatáne’ láayli’ u chíimpolta’al p’iisilo’ob ti’al u kaláanta’al kaaj.Yéetel xaak’alo’ob beeta’abe’, ila’abe’ tu 17 u p’éel u méek’tankaajilo’ob Sonorae’ mola’ab 18 mil 200 muuestraso’ob ti’al u béeytal u je’ets’el te’e péetlu’umo’ mina’an le k’oja’anila’, tumen ts’o’ok u máan le jaats k’iino’ob, jets’a’ab najmal u máan ti’al u yila’al mina’an mixba’al ti’ le kaaxo’obo’. tumen káaj le 3 ti’ noviembre máaniko’.
"
Tu kaajil Tulume’ líik’sa’ab 300 u p’éel túumben kúuchilo’ob te’e 2023a’ ti’al jejeláas meyajo’ob ,18/01/2023,"Ti’al le ja’aabil 2023 ku yáalkaba’, tu kaajil Tulume’ yaan u yantal kex 300 túumben kúuchilo’ob beeta’an, u ya’abile’, ti’al u majáanta’al wa ti’al u ts’a’abal kúuchilo’ob koonol, beey tu ya’alaj Luis Francisco Reyna Gómez, máax túumben ts’a’aban u jo’olbes u múuch’kabil Asociación Mexicana de Profesionales Inmobiliarios (AMPI) tu baantail Tulum.Tu tsikbaltaj walkila’ te’e kaajo’ yaan uláak’ kúuchilo’ob táan u líik’sa’alo’ob, yéetel táan u ts’aatáanta’al u séeb k’u’ubulo’ob yéetel ka ko’onoko’ob.“Táan k a’alike’, walkila’ maanal 300 u p’éel kúuchilo’ob táan u beeta’al, yéetel táan u bin u k’ublajalo’ob.”, tu tsikbaltaj.
Reyna Gómeze’ tu ya’alaje’ meyaj ku beeta’al ti’al u líik’sa’al kúuchilo’ob tu kaajil Tulume’ táan u k’éexel ba’al, le beetike’ táan u páa’tal ka xíimbalnak ba’al je’el bix tak walkila’, ti’al le ja’abil 2023 táan u yáalkaba’.“Míin lalaj ja’ab jela’an ba’ax ku yúuchul tu kaajil Tulum, ts’o’okole’ to’on kmeyaj ichil u jaatsil íinmobiliaaryae’ táan k-ilik táan u k’éexel ba’al yéetel táan xan u taal túumben ba’al. Le beetike’ ktukultike’ óoli’ beey kéen úuchuk ba’al te’e ja’aba’”, tu ya’alaj.Beyxan tu ya’alaje’ yaan u yantal u xak’altiko’ob ba’ax ku yúuchul yéetel máaxo’ob ku ts’áak taak’in ti’al u líik’sa’al le kúuchilo’ob tu kaajil Tulum, ti’al xan ka ila’ak wa yaan u yantal uláak’ túumben máako’ob kun ts’áak taak’in ti’al uláak’ meyajo’ob.Reyna Gómeze’ tu ya’alaje’, te’e ja’abil 2023a’ yaan ya’abach ba’alob je’el u yúuchule’ ti’al ka yanak u muuk’ le jaats meyaja’. Beyxan tu ch’a’achibtaj utsil ba’ax kun taal yéetel Tren Maya, beyxan yéetel túumben áaeropuerto.
"
Arkeeologo’obe’ tu ye’eso’ob túumben ba’alo’ob na’ata’ab ti’ úuchben maaya kaaj ,18/01/2023,"Jump’éel ba’ax túumben na’atanil ti’ u yúuchben kaajil La Cuenca Mirador Calakmul, leti’e’ bejo’ob nuupul yéetel uláak’o’ob, ts’o’okole’ ts’a’aban xan u nu’ukil u ya’alal tu’ux ku náakal ts’o’okole’ bona’an tak yéetel ta’an; ku p’isik kex 40 meetros u kóochil yéetel kex 177 u chowakil, beey a’alab tumen ajxak’al máako’ob.
"
Tu k’askúunta’al u k’áaxilo’ob Yucatán ikil u pa’ak’al jump’éelili’ ba’al te’e lu’umo’obo’: GCF,19/01/2023,"U pa’ak’al sooyáa, ichil uláak’ jump’éelili’ ba’al ku seen pa’ak’ale’, beyxan u seen ya’abtal kúuchilo’ob ku beeta’al yéetel u k’e’exel ba’ax ti’al ku k’a’abéetkunsa’al lu’ume’, chéen jayp’éel ti’ le ba’axo’ob asab k’askúuntik u k’áaxilo’ob Yucatán, beey úuchik u ya’alik Silvia Llamas Prado, máax jo’olbesik meyaj ichil u múuch’il Grupo de Trabajo de Gobernadores sobre Clima y Bosques (GCF, yóok’lal bix u k’aaba’ ich inglés t’aan) Task Force México.
Leti’e’ ku ya’alike’, noj lu’ume’ unaj u kaxtik ka pa’ak’ak jejeláas ba’alo’ob yéetel ka yanak uláak’ bix u náajalta’al taak’in tumen kaaj; ma’ unaj u meyajta’al chéen jump’éelili’ ba’al ka u k’askúunt u k’áaxil yéetel u lu’umil le petenila’.
Beyxan unaj u ch’a’ajolta’al u jeel bix u yúuchul meyaj ti’al u paak’al máak. Unaj u k’e’exel bix u meyajta’al lu’um: u nu’ukta’al bix u k’a’abéetkunsa’al ba’ax yaan te’e yóok’ol kaaba’, yéetel u xóot’ol u beel ik’elo’ob yéetel k’oja’ano’ob.
GCFe’ jump’éel mola’ay much’ik 39 u p’éel péetlu’umo’ob yéetel kaajo’ob ku meyajo’ob ti’al u kaláanta’al k’áaxo’ob, beyxan ku kaxtiko’ob ka ch’éenek u seen ch’a’akal che’ yéetel u k’askúunta’al che’ob, uláak’ ba’ale’, leti’ xan u nu’uktal uláak’ bix u náajal kaaj, chéen ba’axe’ tu’ux ka táanilkúunsa’ak k’áax.
Ichil ba’ax tu ts’áaj k’ajóoltbil Global Foreste Watch (GFW), lik’ul u ja’abil 2002 tak tu ja’abil 2021e’, u péetlu’umil Yucatáne’ tu pe’ertaj 4.39 u miiles ektareasil k’áax k’ajóolta’an beey bosque primario húmedo, ts’o’okole’ le je’ela’ ku chíikbesik u 0.95 por siientoil ti’ tuláakal le yano’.
Llamas Prado tu ya’alaje’, kex tumen ts’o’ok u yila’al yaan “utsil ba’al” táan u beeta’al ti’al u xu’ulsa’al u seen ch’a’akal che’obe’, láayli’ mix ba’al u beeta’al wa chéen jump’éelili’ ba’ax ku pa’ak’al je’el bix sooyáa, tumen lelo’ ku jach loobiltik k’áax.
Uláka’ ba’ax tu ya’alaje’, le je’ela’ yaan ba’al u yil yéetel beyka’aj ba’al ku k’áata’al tumen máaxo’ob manik, le beetik péetlu’ume’ unaj u ts’áak uláak’ jejeláas ba’alo’ob ti’al kaaj, ti’al u yantal uláak’ bix u yúuchul náajal.
"
Tu lu’umil Yucatáne’ ki’imak óolta’ab úuchik u táakbesa’al ich a’almajt’aan Ley 3 de 3 tu táan SCJN,19/01/2023,"Tu jo’oloj chíimpolta’ak tumen Suprema Corte de Justicia de la Nación (SCJN) u a’almajt’aanil Ley 3 de 3, ichil kóonstitusyoon, ti’al u xu’ulsa’al loobilaj tu péetlu’umil Yucatáne’, xféeministaobe’ ku ya’aliko’ob k’a’anan u kaláanta’al ka chíimpolta’ak je’el bix unaje’. U béeytal le je’ela’ úuch tumen Comisión Nacional de Derechos Humanos (CNDH), tu péektsiltaj Acción de Inconstitucionalidad. María Eugenia Núñez Zapata, máax chíikbesik Agenda de las Mujeres por la Igualdad Sustantiva en Yucatán (Amisy), tu ya’alaje’ ka’aj ojéelta’ab, tumen máaxo’ob táaka’an te’e múuch’kabilo’, ba’ax ku tukulta’al kun beetbil tumen CNDHe’, tu alab óoltajo’ob SCJN tumen tu tukultajo’ob je’el u béeytal u beetik wa ba’ax ti’al u yutsil paalal yéetel ko’ol, ba’ale’ óol je’alan p’áatik ba’al. 
"
Sa’at juntúul máasewal áabogadóo yéetel juntúul u aj-jo’olbesajil kaaj,19/01/2023,"Ricardo Arturo Lagunes Gasca yéetel Antonio Díaz Valenciae’ jsa’ato’ob le 15 ti’ enero máanika’, ka’alikil táan ka’ach u suuto’ob ti’ jump’éel áasamblea yanchaj tu nahua kaajil Aquila; beey úuchik u tak pool u láak’o’ob yéetel máaxo’ob táaka’ano’ob ti’ múuch’kabilo’ob kaláantik ka chíimpolta’ak u páajtalilo’ob wíinik. Káamioneta tu’ux ku máano’ob ka’ache’ kaxta’abij ba’ale’ chíika’an ts’o’ots’ona’abij. 
"
Kaanpechilo’ob yéetel Cancunilo’obe’ leti’e’ máaxo’ob asab sajak u kuxtalo’ob tu kaajalo’obi’ ,20/01/2023,"Ichil ba’ax chíikpaj Encuesta Nacional de Seguridad Urbana (ENSU) meyajta’ab tumen Instituto Nacional de Estadística y Geografía (Inegi), tu ts’ook óoxp’éel winalo’ob ti’ u ja’abil 2022e’, noj kaajo’ob tu’ux asab piimchaj u saajkil kaaj ti’al u kajtale’ letie’ yano’ob Kaanpech yéetel Cancún, tu ka’ap’éelile’ tu Petenil Yucatán. U 66 yéetel u 82 por siientoil u kajnáalo’obe’ sajak kuxliko’ob te’elo’. Ba’ale’ ma’ beey u chíikpajal ba’al tu noj kaajil Jo’, tumen láayli’ u pakta’al beey le kaaj tu’ux mina’an sajbe’entsil ichil le Petenilo’, tumen chéen 29 por siiento u kajnáalilo’ob ku yu’ubiko’ob saajkil.
Ichil ba’ax chíikpaj ti’ u xookil sajbe’entsil ENSUe’, Kaanpeche’ jump’éel ti’ le kaajo’ob tu’ux piimchaj le saajkilo’, tumen tu yóoxp’éel trimeestreil u ja’abil 2022e’ 42 por siientoil kaaj ku yu’ubik saajkil, ba’ale’ ti’al u ts’ook óoxp’éele’ jna’ak 66 por siientoil.
Ti’al le xookila’ ku ch’a’anukta’al le jaytúul máak kíinsa’ab ti’ le péetlu’umilo’, ba’ale’ te’e noj kaajo’ ti’ chíikpaj u ya’abil le kiinsaj úucho’. Ka’ache’ le je’elo’ ku yu’ubal ti’ kaajo’ob je’el bix Candelaria, Escárcega, Palizada, Calakmul yéetel Carmen. Beey túuno’ Carmene’, láayli’ xan chíikpaj te’e xookilo’, ba’ale’ leti’e’ uts úuchik u jóok’ol, tumen ti’ 63 por siientoil yaan ka’ache’, éem tak 59.
U noj kaajil Cancúne’, le ku jach xíimbalta’al tumen uláak’ táanxel kajil máako’obe’, ku ch’a’abal tumen ya’abach ti’ leti’ob ti’al u p’áatalo’ob kajtali’. Ichil u xookil ENSUe’ a’alabe’, le noj kaaja’, ti’ yaan ka’ach u xookil 77.5 por siientoil, ba’ale’ k’uch tak 82 ti’ máaxo’ob ku yu’ubiko’ob saajkil. Beey túuno’, ichil uláak’ u kaajilo’ob Quintana Rooe’, chíikpaj xan Chetumal, ba’ale’ leti’e’ úutchaji, tumen ti’ le 60.5 por siientoil kaaj sajak u yu’ubik kuxlik te’elo’, éem tak 53.3. 
Ichil ba’ax uláak’ ku chíikpajal te’e xookilo’, kaajo’ob tu’ux asab ya’ab u yu’ubik saajkil máake’ leti’ le je’elo’oba’: Fresnillo, Zacatecas, Irapuato, Naucalpan de Juárez, Ecatepec de Morelos yéetel Ciudad Obregón. Ba’ale’ tu kúulpachile’, le kaajo’ob jach ma’ sajak mix sajbe’entsil u yu’ubik yanik máake’ leti’ le je’elo’oba’: San Pedro Garza García, Los Mochis, Benito Juárez, Los Cabos, Tampico yéetel Cuajimalpa de Morelos: te’elo’ u xookile’ k’ucha’an 8.1, 15.0, 19.4, 20.9, 22.1 yéetel 22.3, yóok’lal bix tsola’ailo’ob. 
"
U yáal lu’um tu’ux yaan ja’ tu lu’umil Yucatáne’ séeba’an je’el u k’askúunta’ale’; unaj u kanik máak u kaláantej,20/01/2023,"Te’e k’iino’oba’ beeta’ab jump’éel múuch’tambal tu péetlu’umil Yucatán, tu’ux tsikbalta’ab jejeláas ba’alob yóok’lal u k’a’ananil u kaambal kaaj ti’ ba’alob yaan ba’al u yil yéetel u kaláanta’al yóok’ol kaab, ts’o’okole’ a’alab xan ba’axten k’a’anan u kaláanta’al u yáamil lu’um tu’ux yaan u ch’e’enilo’ob ja’ le petenila’ tumen jach ma’ talam u k’askúunta’ali’.
Roger Méndez Novelo, máax jach kaambanaja’an yóok’lal iidraulikáa beyxan yóok’lal ba’ax unaj u beeta’al yéetel ja’ ts’o’ok u k’a’abéetkunsa’al tumen wíinik, tumen u yáalal le lu’um tu’ux yaan u ch’e’enilo’ob ja’ Yucatáne’ jach séeba’an je’el u k’askúunta’ale’, tumen je’el ba’axak ka yanak lu’ume’ séeba’an u píitmáansik kéen k’áaxak ja’.
Ku tukultike’ k’a’anan u na’atik kaaj ba’axten unaj u kaláanta’al u yáalal le lu’uma’, yéetel u yojéeltik bix u meyaj ti’al ma’ u beeta’al ba’ax beetik u k’astal. Leti’e’ tu ya’alaje’ jump’éel ba’ax séeba’an u k’askúuntike’ leti’e’ tu’ ja’ ku jóok’sa’al te’e najo’obo’, beyxan le ja’ ku jóoksa’al tumen le graanjas tu’ux ku tséenta’al k’éek’eno’ob yéetel ba’ax ku jóok’sa’al reeyeno sáanitario.
Uláak’ talame’ leti’ u seen meyajta’al lu’um mina’an u p’iisil, yóok’lal áagrokiimikos ku k’a’abéetkunsa’al, beey tu tsikbaltaj María del Carmen Ponce Caballero, máax jach kaambanaja’an yóok’lal lu’um. 
Wa ka tukulta’ake’ pláaguisiidaobe’ ma’ chéen u ch’e’enilo’ob ja’ ku k’askúuntik, tumen láayli’ xan u toj óolal wíinik ku loobiltik; Ponce Caballeroe’ tu ya’alaje’ le je’ela’ je’el u chan ch’éenel wa ka kaxta’ak u nu’ukil u meyajta’al lu’um, beyxan u kanik máak bix u k’a’abéetkunsik ba’ax yaan yóok’ol kaab yéetel ka péeknak u meyajt poliitikáas ti’al u kaláanta’al u meyaj kolnáalo’ob.
Beey túuno’ Germán Giácoman Vallejos, íinjeeniero ambientale’, tu ya’alaje’ uláak’ ba’ax je’el u páajtal u beeta’ale’ leti’ u ch’éenel u seen jaanta’al bak’, tumen u tséenta’al u ba’alche’il ti’al u jóok’sa’ale’ jach ya’ab u loobiltik lu’um. Le beetik ku tukultike’ unaj u kanik máak u nu’ukt bix u k’a’abéetkunsik ja’.
"
Sedosa Quetzal Péepen,20/01/2023,"U sientiifikoil k’aaba’ le péepena’ Evenus regalis. Óol talam u yojéelta’al ba’al yóok’lal tumen ma’ tu jach cha’ak u yila’al; suuk u t’úuchul tu jach ka’analil che’ob, le beetike’ ya’abach ba’al táan u binetik u xak’alta’al yóok’lal. U ch’i’ibale’ ti’ u ch’a’amaj ti’ u baatsil Lycaenidae.
Le péepena’ kaja’an tu noojolil México, u ya’abile’ ku yantal tu noojol-lak’inil, ts’o’okole’ k’ucha’an tak Amazonas; suuka’an u yila’al tu’ux chokoj u yooxol. Tu péetlu’umil Quintana Rooe’ yaan ts’o’ok u yila’al tak le 15 ti’ enero máanika’, tu petenil Cozumel, tu’ux béeychaj u ta’akal tumen jbioologóo Rafael Chacón Díaz, máax jo’olbesik Conservación y Educación Ambiental (CEA).
Beey ts’o’ok u yojéelta’al yaan ku máan xik’náal Quintana Rooe’ kpáa’tik ka yanak uláak’ máako’ob ka u ts’áaj u yóolo’ob ti’al u máansik u yich ti’al u yilko’ob, tumen ba’alche’ob je’el bix le je’ela’, k’a’anantako’ob ti’al kuxtal yaan yóok’ol kaab.
Walkila’, ya’abach ba’al táan u binetik u yojéelta’al yóok’lal u kuxtal le péepena’ tu lu’umil Caribe, le beetike’ ma’ ojéela’an wa ku ye’el Cozumel, wa yaanal tu’ux ku beetik yéetel chéen k’áatmáan ku beetik tu Petenil Yucatán. 
"
U múuch’kabil Asociación Petanquerae’ tu kaxtik ka chíimpolta’ak le báaxala’ tu lu’umil Yucatán,23/01/2023,"Tu ja’abil 2015e’, Geneviéve Lacheze luk’ tu noojolil Francia ti’al u kóojol tu kaajil Jo’. Ichil u nu’ukule’ tu taasaj u boolasil u báaxta’al petanca, ba’ale’ mix juntéen tu tukultaj wa tumen jach uts tu yiche’ yaan u beetik u k’ajóolta’al te’e baantao’, ts’o’okole’ walkila’ táan tak u kaxta’al ka chíimpolta’ak beey óofisyal tu lu’umil Yucatán.U múuch’kabil Asociación Petanquera de Yucatán “La Méridienne” káaj u meyaj láayli’ te’e ja’abo’, ts’o’okole’ walkila’ “kex tumen káaj chéen beey báaxal ti’al náaysaj óole’, jujump’íitil úuchik u mu’uk’anchajal beey deportée”, tu ya’alaj Silvia Sosa Castillo, máax táaka’an ichil le múuch’kabilo’.Le beetike’, walkila’ ts’o’ok u xan u káajal u yila’al ti’ u bejilo’ob kaaj. “Kéen xíimbalnako’one’ tu bin k-ilik ba’ax yaan, tu bin k-ilik tu’ux je’el u béeytal kch’iin yéetel kbáaxal. Táan k kaxtik ka chíimpolta’ak petanca beey deportée oofisyal tu lu’umil México yéetel ka báaxta’ak je’ex bix káajiko’, tu jáalk’abil k’áax”. 
“Káajo’on yéetel Geneviéve Lacheze, máax patjo’olt yéetel káajs le múuch’a’. Ka’aj taale’ tu taasaj u nu’ukulil k’a’abéet ti’al u béeytal u báaxtik petanca. Jump’éel k’iine’ tu tmuch’akbáaj ti’al ktsikbaltik jejeláas ba’alob yóok’lal miatsil; te’elo’ jóok’sa’ab u boolasil u báaxta’al petanca, ka t-ilaje’ óoli’ je’ex káanikae’. Ti’ utchaj tak ich”, tu tsikbaltaj Silvia Sosa. 
U múuch’kabil “La Méridienne” káaj u much’ikubaj láalaj p’isk’iin ti’al báaxal. Tu jo’oloj ka tu yojéelto’ob yaan tak u féederasyonesil le báaxala’. Petancae’ suuka’an u báaxta’al; tuláakal máax báaxtik ti’ kaaj. Ma’ jump’éel báaxal chéen ti’al jaytúulo’obi’, tumen yaan u tuukulile’ tumen Europa siijile’ ma’ tuláakal máak báaxtiki’, ba’ale’ ma’ beyi’”, tu ya’alaj.
Le beetik túune’, Sosa Castillo tu tiskbaltaje’ u múuch’kabil Asociación Petanquera de Yucatán táan u kaxtik ka yanak kúuchilo’ob ti’al u báaxta’al petanca ti’ déeportibóos yéetel k’íiwiko’ob. Uláak’ ba’al ku kaxta’al te’e ja’aba’, leti’ u fóormalisarta’al u báaxta’al Salvador Alvarado.
"
"Xomeli, mola’ay tu’ux ku meyaj maaya ko’olel ti’al u ko’onol kaab tu kaajil Tulum",23/01/2023,"Tu múuch’kabil Xomeli, Colmena de Mujeres, jeets’el tu kaajil Tulume’, ku meyajtik u chukwa’il kakaw yéetel u kaabil xúunan kaab, yéetel ku túuxtik konbil tak uláak’ u péetlu’umilo’ob México yéetel táanxel kaajo’ob.
Natalia Careaga Zárate, máax jo’olbesik u múuch’kabil Xomeli, tu tsolaj múuch’e’ tu káajsaj yéetel Filomena Puc beyxan Apolonia Dzib (t’ u kaajil Sacamucuy), je’el bix xan yéetel Luz Mendoza Estrada yéetel Kiauitl Ketzalli. Káajo’obt u winalil julio dti’ u ja’abil 2022, úuchik u yilko’ob u k’a’ananil u kaxtik meyaj u ti’alo’ob, tu’ux ka yanak u náajalo’ob xan.Tu tsikbaltaje’, jo’op’éel ja’abo’ob paachile’ tu k’ajóoltaj jaytúul u kabnáalilo’ob Cobá, San Juan de Dios, Chanchen Palmar, Hondzonot, Sacamucuy yéetel uláak’ u kaajilo’ob le baantao’, tu’ux tu yilaje’ yaan ya’abach baatsilo’ob meyajtik kaab, ts’o’okole’ táanili’ u meyajta’ali’, yaan u nu’ukulil yéetel u yik’el kaab, chéen ba’axe’ ka’aj máan k’iine’ p’áate’ ma’ tu béeytal u jach koonolo’ob je’el bix ka’ache’.
“JP’áat jach ya’ab kaab u liik’smajo’ob, ts’o’okole’ jaytúul ti’ le kabnáalo’obo’ ch’éen u pak’iko’ob u yik’el kaabo’ob, tumen ma’ yanchaj máax manik u kaabili’, le beetike’ úuchik k ilik u k’a’abéetil k kaxtik ba’ax k meyajte’, yanchaj u múuch’kabil Xomeli, tu’ux t kanaj k xa’ak’t u kaabil xúunan kaab yéetel kakaw”, tu tsolaj.Tu ya’alaje’ walkila’, ts’o’ok u yantal u muuk’o’ob, táan u kaniko’ob náajal yéetel múul meyaj, tumen káaj u koonolo’ob tu winalil agosto ti’ u ja’abil 2022, ka’aj yanchaj u páajtalil u táakpajalo’ob tu cha’anil Festival Del Cacao para Todos, tu kúuchil Museo de Anahuacalli, tu noj kaajil Ciudad de México, jump’éel ti’ le asb k’a’anan yaan i’ le noj lu’uma’.“Yanchajto’on u páajtalil k ts’áak k’ajóoltbil k meyaj, u meyaj le múuch’a’, kabnáalo’ob yéetel u meyaj máaxo’ob beetik kakaw yaan tu k’áaxil Montes Azules yéetel Soconusco, ti’ u péetlu’umil Chiapas. Béeychaj k-ila’al, ts’o’okole’ lelo’ tu ts’áaj u páajtalil u káajal k koonol ti’ uláak’ lu’umo’ob je’el bix Los Ángeles, Europa yéetel Sudamérica”, tu tsolaj Careaga Zárate.
Uláak’ ba’ax tu ya’alaje’, u tuukulile’ leti’ u béeytal u much’iko’ob taak’in yéetel le beyka’aj kaab yaan ti’ob walkila’, ts’o’okole’ jujump’íitil u bin u mu’uk’anchajal koonol ku beetik baatsilo’ob meyajtik kaab tu maaya kaajilo’ob Tulum.
"
EUe’ tu k’a’aytaj sajbe’entsil yóok'lal xwo’okin yaan ichil taxistaob yéetel Uber tu kaajil Cancún,24/01/2023,"U jala’achil u noj lu’umil Estados Unidose’ tu k’a’aytaj le lunes máanika’, kajnáalo’obe’ sajbe’entsil yaniko’ob yóok’lal le jejeláas xwo’okino’ob táan u yantal te’e ts’ook k’iino’oba’ ichil taxistaob yéetel máaxo’ob k’a’abéetkunsik Uber, tu’ux ila’ane’ yaan ajxíinixmbalo’ob táaka’ani’.“Yóok’lal le ts’ook ba’alo’ob ucha’an, tu’ux táakpaj taxistas yéetel máaxo’ob ku meyaj Uber tu péetlu’umil Quintana Roo, ku k’a’ajsa’al ti’ estadunidenseilo’obe’ yaan áantaj ku ts’a’abal tumen Travel.State.gov, le je’ela’ u ti’al u nu’uktal bix unaj u k’a’abéetkunsa’al u jejeláasil meyajo’ob tráasnportée yaan te’e lu’umo’, je’el bix jets’a’an u meyaj tu lu’umil México”, ku béeytal u xo’okol ti’ k’a’aytajil ts’íib yaan tu paajinail https://mx.usembassy.gov/security-alert-quintana-roo/.Beey túuno’, ku k’a’ajsa’al ti’ estadunidenseilo’obe’ kex tumen yaan áaplikasyonesil je’el bix Uber yéetel Cabify ts’a’aban ti’al u k’a’abéetkunsa’al ti’ jejeláas u kaajilo’ob Méxicoe’, yéetel suuka’ane’ uts ti’al u meyaj ti’ kaaj tumen ma’ sajbe’entsil ti’ kaaji’, walkila’ táan k-ilike’ yaan kaajo’ob je’el bix ti’ Cancúne’ tu’ux ma’ beey yúuchul ba’ali’. 
“Ts’o’ok u yantal máaxo’ob beetik tak pool yóok’ol Uber yéetel uláak’ máako’ob ku meyajo’ob ti’ taxis, tumen yanili’ xwo’okin ba’al ichil máaxo’ob ku meyajtiko’ob le ba’alo’ob beey te’e kaajo’, le beetike’ yaan k’iine’ ku yantal tak loobilajil, ts’o’okole’ le je’elo’ ku chíibesik xan loobilaj ku yantal yóok’ol estadunidenseilo’ob”, a’alab ti’ sajbe’entsil jóok’sa’ab le 23 ti’ eneroa’.U jala’achil u noj lu’umil Estados Unidose’ tu páayt’antaj u yéet kaajilo’obe’ ka u xak’alto’ob mantats’ u ts’íibil Avisos de Viaje para México (https://usdos.sharepoint.com/sites/knowledgeportal/pages/home.aspx), ti’al u yila’al ba’ax jets’a’an ti’al u kaláanta’al máak, beyxan ti’al u kanik u yil máak bix unaj yanik ba’ax bak’pachtik máak yéetel ma’ u p’áat sajbe’entsil mix tu’ux ka máanaki’; ku ya’alal xane’ ka’a’béet u t’aan máak ti’ 911 wa ku k’a’abéetchajal u xchukul áanta’al máak.“Yóok’lal ba’ax ts’o’ok u yúuchul te’e ts’o’ok k’iino’oba’, k’a’abéet u k’a’ajsik máake’ je’el tu’uxak ka xi’ik máak xíinximbale’ yaan xan u sajbe’entsil. Xwo’okino’ob, u kíinsa’al máak, u yokolta’al máak, ichil uláak’ ba’alo’obe’, jach suuka’an u yila’al tu lu’umil México”, ku xo’okol ti’ estadunidenseil ts’íib.
"
